Time (s),Vds (V),IDS,VG,IGS,cycle_id,diff_VG,direction,log_IDS
366.549,-1.0,5.800440249004168e-06,-1.980000019073486,-6.222839488145837e-08,3,-0.06000006198883012,ida,-5.2365390425651475
367.549,-1.0,6.430846497096353e-06,-2.039999961853027,-6.691416842841136e-08,3,-0.059999942779540794,ida,-5.191731856808096
368.548,-1.0,7.056552021822426e-06,-2.099999904632568,-7.184321759723389e-08,3,-0.059999942779541016,ida,-5.1514074524434275
369.548,-1.0,7.679587724851443e-06,-2.160000085830688,-7.690363190704375e-08,3,-0.06000018119812012,ida,-5.114662094242972
370.549,-1.0,8.287095624837093e-06,-2.2200000286102286,-8.217324420911609e-08,3,-0.05999994277954057,ida,-5.081597649801228
371.547,-1.0,8.89150032890029e-06,-2.2799999713897714,-8.756965286238483e-08,3,-0.05999994277954279,ida,-5.0510249511123515
372.55,-1.0,9.657118425820954e-06,-2.339999914169312,-9.07955808315819e-08,3,-0.05999994277954057,ida,-5.015152442782857
374.564,-1.0,1.027141752274474e-05,-2.400000095367432,-9.759161656575088e-08,3,-0.06000018119812012,ida,-4.988369616789858
375.565,-1.0,1.081995924323564e-05,-2.4600000381469727,-1.0601484490280201e-07,3,-0.05999994277954057,ida,-4.965774375132518
376.564,-1.0,1.136740411311621e-05,-2.519999980926514,-1.10501048311562e-07,3,-0.05999994277954146,ida,-4.9443387004894825
429.548,-1.0,1.954846418072975e-08,0.47999998927116394,3.447282281854314e-08,3,-0.06000003218650818,ida,-7.708887357144576
430.548,-1.0,1.679533667697797e-08,0.4199999868869781,2.5505650924628753e-08,3,-0.060000002384185847,ida,-7.774811285928409
431.548,-1.0,1.4400494130484281e-08,0.3600000143051147,1.789791603812318e-08,3,-0.0599999725818634,ida,-7.841622605511637
433.469,-1.0,1.2260246151640792e-08,0.300000011920929,1.246013692224324e-08,3,-0.06000000238418568,ida,-7.911500810304867
434.549,-1.0,1.040040231714556e-08,0.239999994635582,8.108794524730456e-09,3,-0.06000001728534701,ida,-7.98294986063037
